120,1,"ETS364B",2,8,"CUJ250020_R25_Q1","1","DINO","FSC1-ETS364","2011A [2011.1.2.21]","2.04",
125,P,"","","","LoadBoard:,5",
140,1,"c:\ETS\WORK\FSL136HR_01_ATEC.DLL","FSL136HR_01_ATEC","1.0","05/17/2009","06/26/2019",
140,2,"c:\ETS\WORK\FSL136HR_01_ATEC.pds","FSL136HR_01_ATEC","4.00","05/17/2009","04/17/2014",
140,3,"c:\ETS\WORK\FSL136HR_01_ATEC.evd","<not available>","1.0","05/17/2009","08/14/2009",
140,4,"FSL136HR_01_ATEC","FPSÄATEC","1.0","05/17/2009","06/26/2019",
145,"WARNING: Detected Boards using Default Calibration",
10,1.0,3,-0.400,-3.000,"V","OS_VCC",
10,1.1,3,2.900,-1.000,"UA","ICCLKG",
10,1.2,3,-0.400,-3.000,"V","OS_DRAIN",
10,1.3,3,2.900,-1.000,"UA","IDLKG",
10,1.4,3,-0.400,-3.000,"V","OS_VFB",
10,1.5,3,2.900,-1.000,"UA","IFBLKG",
10,1.6,3,-0.400,-3.000,"V","OS_VSTR",
10,1.7,3,2.900,-1.000,"UA","ISTRLKG",
10,1.8,3,-0.400,-3.000,"V","OS_RLIM",
10,1.9,3,2.900,-1.000,"UA","IRLLKG",
10,2.0,3,1.000,-1.000,"uA","IDSS",
10,3.0,3,2.150,1.230,"mA","IOP",
10,3.1,3,2.150,1.230,"mA","IOPMIN",
10,3.2,3,2.150,1.230,"mA","IOPMAX26",
10,3.3,3,2.150,1.230,"mA","IOPMAX30",
10,3.4,3,3.450,1.550,"mA","IOPSW",
10,4.0,3,12.950,11.050,"V","VSTART",
10,4.1,3,640.000,360.000,"uA","ISTART",
10,4.2,3,8.950,7.050,"V","VSTOP",
10,4.3,3,5.900,2.100,"V","UVLO_HYS",
10,4.4,3,28.000,1.000,"uA","DIVSTOP",
10,5.0,3,476.000,324.000,"uA","IFB",
10,5.1,3,476.000,324.000,"uA","IPK",
10,5.2,3,6.425,3.575,"uA","IDELAY",
10,5.3,3,195.000,20.000,"mV","VFBOFF",
10,6.0,3,22.600,15.900,"mS","TSS",
10,7.0,3,100.000,-20.000,"nA","IJLKG",
10,7.1,3,1.290,0.910,"mA","ICH",
10,7.2,3,1.250,0.810,"mA","ISTRVCC",
10,7.3,3,19.500,0.000,"uA","ISTD",
10,7.4,3,26.000,14.000,"V","VSTR",
10,8.0,3,109.500,90.500,"KHz","FSS",
10,8.1,3,8.650,6.750,"uS","TON_MAX",
10,8.2,3,2.965,1.635,"uS","TOFF_MAX",
10,8.3,3,82.700,71.300,"%","DMAX",
10,8.4,3,2.850,0.000,"%","Fstable",
10,8.5,3,1.000,-1.000,"%","Dmin",
10,9.0,3,6.475,5.525,"V","VSD",
10,10.0,3,590.000,410.000,"mV","VBURH",
10,10.1,3,440.000,260.000,"mV","VBURL",
10,10.2,3,240.000,60.000,"mV","Burst_Hys",
10,11.0,3,25.425,22.575,"V","VOVP",
10,12.0,3,1.000,0.000,"","AR",
10,13.0,3,2.390,1.910,"A","ILIM",
10,13.1,3,1.960,1.480,"A","SILIM1",
10,13.2,3,1.320,0.830,"A","SILIM2",
10,14.0,3,1.000,-1.000,"uA","IDSS1",
100,1.0,"    ","P",-0.547,
100,1.1,"    ","P",1.413,
100,1.2,"    ","P",-0.683,
100,1.3,"    ","P",0.016,
100,1.4,"    ","P",-0.662,
100,1.5,"    ","P",-0.019,
100,1.6,"    ","P",-0.699,
100,1.7,"    ","P",-0.005,
100,1.8,"    ","P",-0.665,
100,1.9,"    ","P",0.023,
100,2.0,"    ","P",0.339,
100,3.0,"    ","P",1.667,
100,3.1,"    ","P",1.651,
100,3.2,"    ","P",1.715,
100,3.3,"    ","P",1.747,
100,3.4,"    ","P",2.872,
100,4.0,"    ","P",12.333,
100,4.1,"    ","P",563.447,
100,4.2,"    ","P",8.242,
100,4.3,"    ","P",4.091,
100,4.4,"    ","P",15.000,
100,5.0,"    ","P",382.123,
100,5.1,"    ","P",380.488,
100,5.2,"    ","P",5.555,
100,5.3,"    ","P",131.491,
100,6.0,"    ","P",18.185,
100,7.0,"    ","P",9.345,
100,7.1,"    ","P",1.173,
100,7.2,"    ","P",1.057,
100,7.3,"    ","P",0.212,
100,7.4,"    ","P",18.122,
100,8.0,"    ","P",94.334,
100,8.1,"    ","P",7.318,
100,8.2,"    ","P",2.223,
100,8.3,"    ","P",76.702,
100,8.4,"    ","P",0.048,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.153,
100,10.0,"    ","P",500.930,
100,10.1,"    ","P",369.746,
100,10.2,"    ","P",131.184,
100,11.0,"    ","P",24.872,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.190,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.483,
130,1,"06/26/2019  20:16:11","26072","P",,,1,1,0,
100,1.0,"    ","P",-0.547,
100,1.1,"    ","P",1.395,
100,1.2,"    ","P",-0.681,
100,1.3,"    ","P",0.003,
100,1.4,"    ","P",-0.661,
100,1.5,"    ","P",0.013,
100,1.6,"    ","P",-0.697,
100,1.7,"    ","P",-0.002,
100,1.8,"    ","P",-0.664,
100,1.9,"    ","P",-0.008,
100,2.0,"    ","P",0.312,
100,3.0,"    ","P",1.646,
100,3.1,"    ","P",1.629,
100,3.2,"    ","P",1.695,
100,3.3,"    ","P",1.729,
100,3.4,"    ","P",2.863,
100,4.0,"    ","P",12.264,
100,4.1,"    ","P",560.318,
100,4.2,"    ","P",8.181,
100,4.3,"    ","P",4.083,
100,4.4,"    ","P",15.000,
100,5.0,"    ","P",380.900,
100,5.1,"    ","P",379.048,
100,5.2,"    ","P",5.358,
100,5.3,"    ","P",131.960,
100,6.0,"    ","P",18.205,
100,7.0,"    ","P",9.345,
100,7.1,"    ","P",1.172,
100,7.2,"    ","P",1.055,
100,7.3,"    ","P",0.204,
100,7.4,"    ","P",18.533,
100,8.0,"    ","P",94.877,
100,8.1,"    ","P",7.230,
100,8.2,"    ","P",2.255,
100,8.3,"    ","P",76.224,
100,8.4,"    ","P",0.004,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.158,
100,10.0,"    ","P",508.114,
100,10.1,"    ","P",371.933,
100,10.2,"    ","P",136.182,
100,11.0,"    ","P",24.669,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.168,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.481,
130,1,"06/26/2019  20:16:13","26073","P",,,1,1,0,
100,1.0,"    ","P",-0.547,
100,1.1,"    ","P",1.413,
100,1.2,"    ","P",-0.681,
100,1.3,"    ","P",0.005,
100,1.4,"    ","P",-0.661,
100,1.5,"    ","P",-0.012,
100,1.6,"    ","P",-0.697,
100,1.7,"    ","P",-0.024,
100,1.8,"    ","P",-0.664,
100,1.9,"    ","P",0.011,
100,2.0,"    ","P",0.310,
100,3.0,"    ","P",1.639,
100,3.1,"    ","P",1.621,
100,3.2,"    ","P",1.688,
100,3.3,"    ","P",1.723,
100,3.4,"    ","P",2.864,
100,4.0,"    ","P",12.223,
100,4.1,"    ","P",538.418,
100,4.2,"    ","P",8.138,
100,4.3,"    ","P",4.085,
100,4.4,"    ","P",15.000,
100,5.0,"    ","P",392.563,
100,5.1,"    ","P",391.052,
100,5.2,"    ","P",5.182,
100,5.3,"    ","P",131.835,
100,6.0,"    ","P",18.217,
100,7.0,"    ","P",9.283,
100,7.1,"    ","P",1.162,
100,7.2,"    ","P",1.046,
100,7.3,"    ","P",0.212,
100,7.4,"    ","P",18.242,
100,8.0,"    ","P",94.312,
100,8.1,"    ","P",7.302,
100,8.2,"    ","P",2.248,
100,8.3,"    ","P",76.463,
100,8.4,"    ","P",0.047,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.128,
100,10.0,"    ","P",511.550,
100,10.1,"    ","P",371.308,
100,10.2,"    ","P",140.242,
100,11.0,"    ","P",24.665,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.217,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.480,
130,1,"06/26/2019  20:16:14","26074","P",,,1,1,0,
100,1.0,"    ","P",-0.547,
100,1.1,"    ","P",1.416,
100,1.2,"    ","P",-0.679,
100,1.3,"    ","P",0.005,
100,1.4,"    ","P",-0.661,
100,1.5,"    ","P",0.006,
100,1.6,"    ","P",-0.696,
100,1.7,"    ","P",0.023,
100,1.8,"    ","P",-0.664,
100,1.9,"    ","P",-0.011,
100,2.0,"    ","P",0.311,
100,3.0,"    ","P",1.642,
100,3.1,"    ","P",1.624,
100,3.2,"    ","P",1.691,
100,3.3,"    ","P",1.724,
100,3.4,"    ","P",2.831,
100,4.0,"    ","P",12.263,
100,4.1,"    ","P",538.418,
100,4.2,"    ","P",8.180,
100,4.3,"    ","P",4.084,
100,4.4,"    ","P",15.000,
100,5.0,"    ","P",385.509,
100,5.1,"    ","P",383.551,
100,5.2,"    ","P",5.347,
100,5.3,"    ","P",131.054,
100,6.0,"    ","P",18.227,
100,7.0,"    ","P",9.627,
100,7.1,"    ","P",1.166,
100,7.2,"    ","P",1.049,
100,7.3,"    ","P",0.213,
100,7.4,"    ","P",18.224,
100,8.0,"    ","P",94.086,
100,8.1,"    ","P",7.328,
100,8.2,"    ","P",2.239,
100,8.3,"    ","P",76.599,
100,8.4,"    ","P",0.018,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.127,
100,10.0,"    ","P",497.807,
100,10.1,"    ","P",358.502,
100,10.2,"    ","P",139.305,
100,11.0,"    ","P",24.696,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.194,
