120,1,"ETS364B",2,8,"CUJ240184_R25_CORR","1","DARREN","FSC1-ETS364","2011A [2011.1.2.21]","2.04",
125,P,"","","","LoadBoard:,5",
140,1,"c:\ETS\WORK\FSL136HR_01_ATEC.DLL","FSL136HR_01_ATEC","1.0","05/17/2009","06/26/2019",
140,2,"c:\ETS\WORK\FSL136HR_01_ATEC.pds","FSL136HR_01_ATEC","4.00","05/17/2009","04/17/2014",
140,3,"c:\ETS\WORK\FSL136HR_01_ATEC.evd","<not available>","1.0","05/17/2009","08/14/2009",
140,4,"FSL136HR_01_ATEC","FPSÄATEC","1.0","05/17/2009","06/26/2019",
145,"WARNING: Detected Boards using Default Calibration",
10,1.0,3,-0.400,-3.000,"V","OS_VCC",
10,1.1,3,2.900,-1.000,"UA","ICCLKG",
10,1.2,3,-0.400,-3.000,"V","OS_DRAIN",
10,1.3,3,2.900,-1.000,"UA","IDLKG",
10,1.4,3,-0.400,-3.000,"V","OS_VFB",
10,1.5,3,2.900,-1.000,"UA","IFBLKG",
10,1.6,3,-0.400,-3.000,"V","OS_VSTR",
10,1.7,3,2.900,-1.000,"UA","ISTRLKG",
10,1.8,3,-0.400,-3.000,"V","OS_RLIM",
10,1.9,3,2.900,-1.000,"UA","IRLLKG",
10,2.0,3,1.000,-1.000,"uA","IDSS",
10,3.0,3,2.150,1.230,"mA","IOP",
10,3.1,3,2.150,1.230,"mA","IOPMIN",
10,3.2,3,2.150,1.230,"mA","IOPMAX26",
10,3.3,3,2.150,1.230,"mA","IOPMAX30",
10,3.4,3,3.450,1.550,"mA","IOPSW",
10,4.0,3,12.950,11.050,"V","VSTART",
10,4.1,3,640.000,360.000,"uA","ISTART",
10,4.2,3,8.950,7.050,"V","VSTOP",
10,4.3,3,5.900,2.100,"V","UVLO_HYS",
10,4.4,3,28.000,1.000,"uA","DIVSTOP",
10,5.0,3,476.000,324.000,"uA","IFB",
10,5.1,3,476.000,324.000,"uA","IPK",
10,5.2,3,6.425,3.575,"uA","IDELAY",
10,5.3,3,195.000,20.000,"mV","VFBOFF",
10,6.0,3,22.600,15.900,"mS","TSS",
10,7.0,3,100.000,-20.000,"nA","IJLKG",
10,7.1,3,1.290,0.910,"mA","ICH",
10,7.2,3,1.250,0.810,"mA","ISTRVCC",
10,7.3,3,19.500,0.000,"uA","ISTD",
10,7.4,3,26.000,14.000,"V","VSTR",
10,8.0,3,109.500,90.500,"KHz","FSS",
10,8.1,3,8.650,6.750,"uS","TON_MAX",
10,8.2,3,2.965,1.635,"uS","TOFF_MAX",
10,8.3,3,82.700,71.300,"%","DMAX",
10,8.4,3,2.850,0.000,"%","Fstable",
10,8.5,3,1.000,-1.000,"%","Dmin",
10,9.0,3,6.475,5.525,"V","VSD",
10,10.0,3,590.000,410.000,"mV","VBURH",
10,10.1,3,440.000,260.000,"mV","VBURL",
10,10.2,3,240.000,60.000,"mV","Burst_Hys",
10,11.0,3,25.425,22.575,"V","VOVP",
10,12.0,3,1.000,0.000,"","AR",
10,13.0,3,2.390,1.910,"A","ILIM",
10,13.1,3,1.960,1.480,"A","SILIM1",
10,13.2,3,1.320,0.830,"A","SILIM2",
10,14.0,3,1.000,-1.000,"uA","IDSS1",
100,1.0,"    ","P",-0.541,
100,1.1,"    ","P",1.420,
100,1.2,"    ","P",-0.679,
100,1.3,"    ","P",0.018,
100,1.4,"    ","P",-0.656,
100,1.5,"    ","P",-0.031,
100,1.6,"    ","P",-0.693,
100,1.7,"    ","P",0.011,
100,1.8,"    ","P",-0.659,
100,1.9,"    ","P",0.011,
100,2.0,"    ","P",0.505,
100,3.0,"    ","P",1.637,
100,3.1,"    ","P",1.620,
100,3.2,"    ","P",1.686,
100,3.3,"    ","P",1.721,
100,3.4,"    ","P",2.864,
100,4.0,"    ","P",12.243,
100,4.1,"    ","P",547.804,
100,4.2,"    ","P",8.163,
100,4.3,"    ","P",4.081,
100,4.4,"FAIL","F",0.000,
130,1,"06/26/2019  11:56:25","22053","F",,,8,4,0,
100,1.0,"    ","P",-0.541,
100,1.1,"    ","P",1.376,
100,1.2,"    ","P",-0.679,
100,1.3,"    ","P",0.022,
100,1.4,"    ","P",-0.656,
100,1.5,"    ","P",-0.016,
100,1.6,"    ","P",-0.693,
100,1.7,"    ","P",0.027,
100,1.8,"    ","P",-0.659,
100,1.9,"    ","P",0.023,
100,2.0,"    ","P",0.505,
100,3.0,"    ","P",1.638,
100,3.1,"    ","P",1.620,
100,3.2,"    ","P",1.686,
100,3.3,"    ","P",1.721,
100,3.4,"    ","P",2.822,
100,4.0,"    ","P",12.243,
100,4.1,"    ","P",544.675,
100,4.2,"    ","P",8.163,
100,4.3,"    ","P",4.081,
100,4.4,"    ","P",11.263,
100,5.0,"    ","P",386.983,
100,5.1,"    ","P",385.217,
100,5.2,"    ","P",5.342,
100,5.3,"    ","P",130.741,
100,6.0,"    ","P",18.188,
100,7.0,"    ","P",9.408,
100,7.1,"    ","P",1.089,
100,7.2,"    ","P",0.970,
100,7.3,"    ","P",0.264,
100,7.4,"    ","P",17.830,
100,8.0,"    ","P",103.497,
100,8.1,"    ","P",7.409,
100,8.2,"    ","P",2.254,
100,8.3,"    ","P",76.671,
100,8.4,"    ","P",0.024,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.118,
100,10.0,"    ","P",504.991,
100,10.1,"    ","P",356.316,
100,10.2,"    ","P",148.675,
100,11.0,"    ","P",24.736,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.180,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.657,
130,1,"06/26/2019  11:56:29","22054","P",,,1,1,0,
100,1.0,"    ","P",-0.541,
100,1.1,"    ","P",1.382,
100,1.2,"    ","P",-0.678,
100,1.3,"    ","P",0.004,
100,1.4,"    ","P",-0.655,
100,1.5,"    ","P",0.006,
100,1.6,"    ","P",-0.692,
100,1.7,"    ","P",0.017,
100,1.8,"    ","P",-0.658,
100,1.9,"    ","P",-0.005,
100,2.0,"    ","P",0.461,
100,3.0,"    ","P",1.638,
100,3.1,"    ","P",1.620,
100,3.2,"    ","P",1.686,
100,3.3,"    ","P",1.721,
100,3.4,"    ","P",2.832,
100,4.0,"    ","P",12.243,
100,4.1,"    ","P",541.546,
100,4.2,"    ","P",8.163,
100,4.3,"    ","P",4.081,
100,4.4,"    ","P",8.447,
100,5.0,"    ","P",386.889,
100,5.1,"    ","P",385.368,
100,5.2,"    ","P",5.341,
100,5.3,"    ","P",130.835,
100,6.0,"    ","P",18.179,
100,7.0,"    ","P",9.471,
100,7.1,"    ","P",1.089,
100,7.2,"    ","P",0.969,
100,7.3,"    ","P",0.263,
100,7.4,"    ","P",17.744,
100,8.0,"    ","P",103.502,
100,8.1,"    ","P",7.409,
100,8.2,"    ","P",2.254,
100,8.3,"    ","P",76.676,
100,8.4,"    ","P",0.020,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.118,
100,10.0,"    ","P",504.679,
100,10.1,"    ","P",357.565,
100,10.2,"    ","P",147.114,
100,11.0,"    ","P",24.745,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.180,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.650,
130,1,"06/26/2019  11:56:31","22055","P",,,1,1,0,
100,1.0,"    ","P",-0.540,
100,1.1,"    ","P",1.370,
100,1.2,"    ","P",-0.677,
100,1.3,"    ","P",0.003,
100,1.4,"    ","P",-0.655,
100,1.5,"    ","P",-0.006,
100,1.6,"    ","P",-0.692,
100,1.7,"    ","P",0.023,
100,1.8,"    ","P",-0.658,
100,1.9,"    ","P",0.026,
100,2.0,"    ","P",0.459,
100,3.0,"    ","P",1.638,
100,3.1,"    ","P",1.620,
100,3.2,"    ","P",1.686,
100,3.3,"    ","P",1.720,
100,3.4,"    ","P",2.842,
100,4.0,"    ","P",12.243,
100,4.1,"    ","P",541.546,
100,4.2,"    ","P",8.163,
100,4.3,"    ","P",4.080,
100,4.4,"    ","P",8.447,
100,5.0,"    ","P",387.296,
100,5.1,"    ","P",385.362,
100,5.2,"    ","P",5.342,
100,5.3,"    ","P",130.929,
100,6.0,"    ","P",18.186,
100,7.0,"    ","P",9.502,
100,7.1,"    ","P",1.088,
100,7.2,"    ","P",0.969,
100,7.3,"    ","P",0.262,
100,7.4,"    ","P",17.642,
100,8.0,"    ","P",103.489,
100,8.1,"    ","P",7.410,
100,8.2,"    ","P",2.254,
100,8.3,"    ","P",76.677,
100,8.4,"    ","P",0.016,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.117,
100,10.0,"    ","P",504.679,
100,10.1,"    ","P",356.316,
100,10.2,"    ","P",148.363,
100,11.0,"    ","P",24.723,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.180,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.648,
130,1,"06/26/2019  11:56:33","22056","P",,,1,1,0,
100,1.0,"    ","P",-0.540,
100,1.1,"    ","P",1.376,
100,1.2,"    ","P",-0.677,
100,1.3,"    ","P",0.007,
100,1.4,"    ","P",-0.655,
100,1.5,"    ","P",-0.063,
100,1.6,"    ","P",-0.692,
100,1.7,"    ","P",0.020,
100,1.8,"    ","P",-0.658,
100,1.9,"    ","P",0.014,
100,2.0,"    ","P",0.460,
100,3.0,"    ","P",1.637,
100,3.1,"    ","P",1.620,
100,3.2,"    ","P",1.686,
100,3.3,"    ","P",1.720,
100,3.4,"    ","P",2.855,
100,4.0,"    ","P",12.243,
100,4.1,"    ","P",544.675,
100,4.2,"    ","P",8.163,
100,4.3,"    ","P",4.081,
100,4.4,"    ","P",2.816,
100,5.0,"    ","P",387.202,
100,5.1,"    ","P",385.434,
100,5.2,"    ","P",5.342,
100,5.3,"    ","P",131.022,
100,6.0,"    ","P",18.182,
100,7.0,"    ","P",9.721,
100,7.1,"    ","P",1.088,
100,7.2,"    ","P",0.969,
100,7.3,"    ","P",0.263,
100,7.4,"    ","P",17.642,
100,8.0,"    ","P",103.490,
100,8.1,"    ","P",7.410,
100,8.2,"    ","P",2.254,
100,8.3,"    ","P",76.679,
100,8.4,"    ","P",0.020,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.118,
100,10.0,"    ","P",504.366,
100,10.1,"    ","P",357.253,
100,10.2,"    ","P",147.114,
100,11.0,"    ","P",24.727,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.180,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.648,
130,1,"06/26/2019  11:56:36","22057","P",,,1,1,0,
100,1.0,"    ","P",-0.540,
100,1.1,"    ","P",1.382,
100,1.2,"    ","P",-0.677,
100,1.3,"    ","P",0.005,
100,1.4,"    ","P",-0.655,
100,1.5,"    ","P",0.003,
100,1.6,"    ","P",-0.692,
100,1.7,"    ","P",0.020,
100,1.8,"    ","P",-0.658,
100,1.9,"    ","P",0.023,
100,2.0,"    ","P",0.460,
100,3.0,"    ","P",1.638,
100,3.1,"    ","P",1.620,
100,3.2,"    ","P",1.685,
100,3.3,"    ","P",1.720,
100,3.4,"    ","P",2.824,
100,4.0,"    ","P",12.243,
100,4.1,"    ","P",541.546,
100,4.2,"    ","P",8.163,
100,4.3,"    ","P",4.081,
100,4.4,"    ","P",8.447,
100,5.0,"    ","P",387.171,
100,5.1,"    ","P",385.459,
100,5.2,"    ","P",5.338,
100,5.3,"    ","P",131.054,
100,6.0,"    ","P",18.186,
100,7.0,"    ","P",9.471,
100,7.1,"    ","P",1.087,
100,7.2,"    ","P",0.968,
100,7.3,"    ","P",0.264,
100,7.4,"    ","P",17.830,
100,8.0,"    ","P",103.477,
100,8.1,"    ","P",7.411,
100,8.2,"    ","P",2.254,
100,8.3,"    ","P",76.681,
100,8.4,"    ","P",0.020,
100,8.5,"    ","P",0.000,
100,9.0,"    ","P",6.118,
100,10.0,"    ","P",504.679,
100,10.1,"    ","P",356.003,
100,10.2,"    ","P",148.675,
100,11.0,"    ","P",24.763,
100,12.0,"    ","P",1.000,
100,13.0,"    ","P",2.179,
100,13.1,"    ","P",1.750,
100,13.2,"    ","P",1.100,
100,14.0,"    ","P",0.648,
130,1,"06/26/2019  11:56:39","22058","P",,,1,1,0,
100,1.0,"FAIL","F",-10.235,
100,1.1,"    ","P",0.104,
100,1.2,"FAIL","F",-30.719,
100,1.3,"    ","P",0.080,
100,1.4,"FAIL","F",-10.237,
100,1.5,"    ","P",-0.025,
100,1.6,"FAIL","F",-10.234,
100,1.7,"    ","P",-0.011,
100,1.8,"FAIL","F",-10.235,
100,1.9,"    ","P",0.014,
130,1,"06/26/2019  11:56:57","22059","F",,,5,3,0,
100,1.0,"FAIL","F",-10.235,
100,1.1,"    ","P",0.117,
100,1.2,"FAIL","F",-30.719,
100,1.3,"    ","P",0.084,
100,1.4,"FAIL","F",-10.237,
100,1.5,"    ","P",0.019,
100,1.6,"FAIL","F",-10.234,
100,1.7,"    ","P",0.020,
100,1.8,"FAIL","F",-10.235,
100,1.9,"    ","P",0.001,
130,1,"06/26/2019  11:56:59","22060","F",,,5,3,0,
100,1.0,"FAIL","F",-10.235,
100,1.1,"    ","P",0.107,
100,1.2,"FAIL","F",-30.719,
100,1.3,"    ","P",0.086,
100,1.4,"FAIL","F",-10.237,
100,1.5,"    ","P",0.035,
100,1.6,"FAIL","F",-10.234,
100,1.7,"    ","P",0.001,
100,1.8,"FAIL","F",-10.235,
100,1.9,"    ","P",0.045,
130,1,"06/26/2019  11:57:01","22061","F",,,5,3,0,
100,1.0,"FAIL","F",-10.235,
100,1.1,"    ","P",0.082,
100,1.2,"FAIL","F",-30.720,
100,1.3,"    ","P",0.086,
100,1.4,"FAIL","F",-10.237,
100,1.5,"    ","P",0.041,
100,1.6,"FAIL","F",-10.234,
100,1.7,"    ","P",-0.002,
100,1.8,"FAIL","F",-10.235,
100,1.9,"    ","P",0.017,
130,1,"06/26/2019  11:57:03","22062","F",,,5,3,0,
999,
50,1,"P",5,"PASS",
50,5,"F",4,"Continuity",
50,6,"F",0,"IDSS",
50,7,"F",0,"IOP",
50,8,"F",1,"UVLO",
50,9,"F",0,"IFB",
50,10,"F",0,"TSS",
50,11,"F",0,"VStr",
50,12,"F",0,"FOSC",
50,13,"F",0,"VSD",
50,14,"F",0,"BURST",
50,15,"F",0,"VOVP",
50,16,"F",0,"AR",
50,17,"F",0,"ILIMIT",
50,18,"F",0,"IDSS1",
50,19,"F",0,"",
50,20,"F",0,"",
50,21,"F",0,"",
50,22,"F",0,"",
50,23,"F",0,"",
50,24,"F",0,"",
50,25,"F",0,"",
50,32,"A",0,"Alarm Bin",
60,1,"P",5,"PASS",
60,3,"F",4,"Continuity",
60,4,"F",1,"IDSS",
2,1.-1,"Continuity",6,4,
1,1.0,"OS_VCC",6,4,
1,1.1,"ICCLKG",6,0,
1,1.2,"OS_DRAIN",6,0,
1,1.3,"IDLKG",6,0,
1,1.4,"OS_VFB",6,0,
1,1.5,"IFBLKG",6,0,
1,1.6,"OS_VSTR",6,0,
1,1.7,"ISTRLKG",6,0,
1,1.8,"OS_RLIM",6,0,
1,1.9,"IRLLKG",6,0,
2,2.-1,"IDSS",6,0,
1,2.0,"IDSS",6,0,
2,3.-1,"Vcc_Current",6,0,
1,3.0,"IOP",6,0,
1,3.1,"IOPMIN",6,0,
1,3.2,"IOPMAX26",6,0,
1,3.3,"IOPMAX30",6,0,
1,3.4,"IOPSW",6,0,
2,4.-1,"UVLO",5,1,
1,4.0,"VSTART",6,0,
1,4.1,"ISTART",6,0,
1,4.2,"VSTOP",6,0,
1,4.3,"UVLO_HYS",6,0,
1,4.4,"DIVSTOP",5,1,
2,5.-1,"Vfb_Current",5,0,
1,5.0,"IFB",5,0,
1,5.1,"IPK",5,0,
1,5.2,"IDELAY",5,0,
1,5.3,"VFBOFF",5,0,
2,6.-1,"TSS",5,0,
1,6.0,"TSS",5,0,
2,7.-1,"Start_Current",5,0,
1,7.0,"IJLKG",5,0,
1,7.1,"ICH",5,0,
1,7.2,"ISTRVCC",5,0,
1,7.3,"ISTD",5,0,
1,7.4,"VSTR",5,0,
2,8.-1,"FOSC",5,0,
1,8.0,"FSS",5,0,
1,8.1,"TON_MAX",5,0,
1,8.2,"TOFF_MAX",5,0,
1,8.3,"DMAX",5,0,
1,8.4,"Fstable",5,0,
1,8.5,"Dmin",5,0,
2,9.-1,"VSD",5,0,
1,9.0,"VSD",5,0,
2,10.-1,"Burst_Thershold",5,0,
1,10.0,"VBURH",5,0,
1,10.1,"VBURL",5,0,
1,10.2,"Burst_Hys",5,0,
2,11.-1,"VOVP",5,0,
1,11.0,"VOVP",5,0,
2,12.-1,"AR",5,0,
1,12.0,"AR",5,0,
2,13.-1,"ILIMIT",5,0,
1,13.0,"ILIM",5,0,
1,13.1,"SILIM1",5,0,
1,13.2,"SILIM2",5,0,
2,14.-1,"IDSS1",5,0,
1,14.0,"IDSS1",5,0,
3, 10, 5, 627552, 70301, 0,
250,1,1,5,
250,1,5,4,
250,1,6,0,
250,1,7,0,
250,1,8,1,
250,1,9,0,
250,1,10,0,
250,1,11,0,
250,1,12,0,
250,1,13,0,
250,1,14,0,
250,1,15,0,
250,1,16,0,
250,1,17,0,
250,1,18,0,
250,1,19,0,
250,1,20,0,
250,1,21,0,
250,1,22,0,
250,1,23,0,
250,1,24,0,
250,1,25,0,
250,1,32,0,
260,1,1,5,
260,1,3,4,
260,1,4,1,
202,1,1.-1,6,4,
201,1,1.0,6,4,
201,1,1.1,6,0,
201,1,1.2,6,0,
201,1,1.3,6,0,
201,1,1.4,6,0,
201,1,1.5,6,0,
201,1,1.6,6,0,
201,1,1.7,6,0,
201,1,1.8,6,0,
201,1,1.9,6,0,
202,1,2.-1,6,0,
201,1,2.0,6,0,
202,1,3.-1,6,0,
201,1,3.0,6,0,
201,1,3.1,6,0,
201,1,3.2,6,0,
201,1,3.3,6,0,
201,1,3.4,6,0,
202,1,4.-1,5,1,
201,1,4.0,6,0,
201,1,4.1,6,0,
201,1,4.2,6,0,
201,1,4.3,6,0,
201,1,4.4,5,1,
202,1,5.-1,5,0,
201,1,5.0,5,0,
